10,82,94.6,nan,nan,nan,4.8
15,82,99.5,nan,nan,nan,7.7
20,82,99.9,nan,nan,nan,6.4
25,82,99.9,nan,nan,nan,7.6
30,82,99.9,nan,nan,nan,11.6
35,82,99.9,nan,nan,nan,8
40,82,99.9,nan,nan,nan,0
41,82,99.9,nan,nan,nan,0
