10,164,99.7,nan,nan,nan,0.9
15,164,99.9,nan,nan,nan,0.3
20,164,99.9,nan,nan,nan,0.1
25,164,99.9,nan,nan,nan,0
30,164,99.9,nan,nan,nan,0
35,164,99.9,nan,nan,nan,0
40,164,99.9,nan,nan,nan,0
41,164,99.9,nan,nan,nan,0
